sep=,
2023-11-12 00:04:57,998
2023-11-12 00:07:04,1002
2023-11-12 00:09:11,1001
2023-11-12 00:11:18,999
2023-11-12 00:13:25,1001
2023-11-12 00:15:32,999
2023-11-12 00:17:39,994
2023-11-12 00:19:46,986
2023-11-12 00:21:53,987
2023-11-12 00:24:00,990
2023-11-12 00:26:07,986
2023-11-12 00:28:14,984
2023-11-12 00:30:21,982
2023-11-12 00:32:28,981
2023-11-12 00:34:35,977
2023-11-12 00:36:42,973
2023-11-12 00:38:49,970
2023-11-12 00:40:56,968
2023-11-12 00:43:03,967
2023-11-12 00:45:10,965
2023-11-12 00:49:25,962
2023-11-12 00:51:32,963
2023-11-12 00:53:39,963
2023-11-12 00:55:46,963
2023-11-12 00:57:53,961
2023-11-12 01:00:00,957
2023-11-12 01:02:07,954
2023-11-12 01:04:14,956
2023-11-12 01:06:21,959
2023-11-12 01:08:28,954
2023-11-12 01:10:35,956
2023-11-12 01:12:42,951
2023-11-12 01:14:49,945
2023-11-12 01:16:56,945
2023-11-12 01:19:03,951
2023-11-12 01:21:10,945
2023-11-12 01:23:17,949
2023-11-12 01:25:24,958
2023-11-12 01:27:31,961
2023-11-12 01:29:38,960
2023-11-12 01:31:45,961
2023-11-12 01:33:52,971
2023-11-12 01:35:59,973
2023-11-12 01:38:06,975
2023-11-12 01:40:13,980
2023-11-12 01:42:20,980
2023-11-12 01:44:27,973
2023-11-12 01:46:34,975
2023-11-12 01:48:41,969
2023-11-12 01:50:48,961
2023-11-12 01:52:55,966
2023-11-12 01:55:02,974
2023-11-12 01:57:09,972
2023-11-12 01:59:17,978
2023-11-12 02:01:24,986
2023-11-12 02:03:31,990
2023-11-12 02:05:38,990
2023-11-12 02:07:45,990
2023-11-12 02:09:52,983
2023-11-12 02:11:59,985
2023-11-12 02:14:06,985
2023-11-12 02:16:13,989
2023-11-12 02:18:20,988
2023-11-12 02:20:27,982
2023-11-12 02:22:34,985
2023-11-12 02:24:41,985
2023-11-12 02:26:48,974
2023-11-12 02:28:55,966
2023-11-12 02:31:02,977
2023-11-12 02:33:09,976
2023-11-12 02:35:16,983
2023-11-12 02:37:23,984
2023-11-12 02:39:30,984
2023-11-12 02:41:37,973
2023-11-12 02:43:44,982
2023-11-12 02:45:51,985
2023-11-12 02:47:58,989
2023-11-12 02:50:05,988
2023-11-12 02:52:12,990
2023-11-12 02:54:19,986
2023-11-12 02:56:26,983
2023-11-12 02:58:33,982
2023-11-12 03:00:40,985
2023-11-12 03:02:47,989
2023-11-12 03:04:54,982
2023-11-12 03:07:01,980
2023-11-12 03:09:08,980
2023-11-12 03:11:16,980
2023-11-12 03:13:23,983
2023-11-12 03:15:30,986
2023-11-12 03:17:37,990
2023-11-12 03:19:44,995
2023-11-12 03:21:51,996
2023-11-12 03:23:58,993
2023-11-12 03:26:05,989
2023-11-12 03:28:12,991
2023-11-12 03:30:19,992
2023-11-12 03:32:26,1002
2023-11-12 03:34:33,1003
2023-11-12 03:36:40,1002
2023-11-12 03:38:47,1000
2023-11-12 03:40:54,1000
2023-11-12 03:43:01,1000
2023-11-12 03:45:08,1001
2023-11-12 03:47:15,1008
2023-11-12 03:49:22,1012
2023-11-12 03:51:29,1011
2023-11-12 03:53:36,1012
2023-11-12 03:55:43,1015
2023-11-12 03:57:50,1008
2023-11-12 03:59:57,1015
2023-11-12 04:02:04,1018
2023-11-12 04:04:11,1013
2023-11-12 04:06:18,1014
2023-11-12 04:08:25,1029
2023-11-12 04:10:32,1025
2023-11-12 04:12:39,1028
2023-11-12 04:14:46,1032
2023-11-12 04:16:53,1029
2023-11-12 04:19:00,1028
2023-11-12 04:21:07,1028
2023-11-12 04:23:15,1029
2023-11-12 04:25:22,1027
2023-11-12 04:27:29,1019
2023-11-12 04:29:36,1018
2023-11-12 04:31:41,1030
2023-11-12 04:33:48,1042
2023-11-12 04:35:55,1034
2023-11-12 04:38:02,1028
2023-11-12 04:40:09,1030
2023-11-12 04:42:16,1025
2023-11-12 04:44:23,1026
2023-11-12 04:46:30,1022
2023-11-12 04:48:37,1021
2023-11-12 04:50:44,1024
2023-11-12 04:52:51,1030
2023-11-12 04:54:58,1045
2023-11-12 04:57:05,1051
2023-11-12 04:59:12,1049
2023-11-12 05:01:19,1045
2023-11-12 05:03:26,1040
2023-11-12 05:05:33,1036
2023-11-12 05:07:40,1038
2023-11-12 05:09:47,1039
2023-11-12 05:11:54,1034
2023-11-12 05:14:01,1042
2023-11-12 05:16:08,1054
2023-11-12 05:18:15,1051
2023-11-12 05:20:22,1056
2023-11-12 05:22:29,1057
2023-11-12 05:24:36,1051
2023-11-12 05:26:43,1053
2023-11-12 05:28:51,1053
2023-11-12 05:30:58,1054
2023-11-12 05:33:05,1058
2023-11-12 05:35:12,1063
2023-11-12 05:37:19,1061
2023-11-12 05:39:26,1049
2023-11-12 05:41:33,1050
2023-11-12 05:43:40,1038
2023-11-12 05:45:47,1022
2023-11-12 05:47:54,1005
2023-11-12 05:50:01,994
2023-11-12 05:52:08,993
2023-11-12 05:54:15,987
2023-11-12 05:56:22,981
2023-11-12 05:58:29,985
2023-11-12 06:00:36,981
2023-11-12 06:02:43,967
2023-11-12 06:04:50,972
2023-11-12 06:06:57,972
2023-11-12 06:09:04,969
2023-11-12 06:11:11,962
2023-11-12 06:13:18,975
2023-11-12 06:15:25,992
2023-11-12 06:17:32,1002
2023-11-12 06:19:39,1006
2023-11-12 06:21:46,1005
2023-11-12 06:23:53,1000
2023-11-12 06:26:00,997
2023-11-12 06:28:07,993
2023-11-12 06:30:14,996
2023-11-12 06:32:21,1007
2023-11-12 06:34:28,1012
2023-11-12 06:36:35,1006
2023-11-12 06:38:42,1004
2023-11-12 06:40:50,1002
2023-11-12 06:42:57,1007
2023-11-12 06:45:04,999
2023-11-12 06:47:11,995
2023-11-12 06:49:18,989
2023-11-12 06:51:25,983
2023-11-12 06:53:32,978
2023-11-12 06:55:39,979
2023-11-12 06:57:46,974
2023-11-12 06:59:53,970
2023-11-12 07:02:00,971
2023-11-12 07:04:07,989
2023-11-12 07:06:14,1000
2023-11-12 07:08:21,1006
2023-11-12 07:10:28,1021
2023-11-12 07:12:35,1019
2023-11-12 07:14:42,1021
2023-11-12 07:16:49,1025
2023-11-12 07:18:56,1034
2023-11-12 07:21:03,1044
2023-11-12 07:23:10,1049
2023-11-12 07:25:17,1051
2023-11-12 07:27:24,1055
2023-11-12 07:29:31,1058
2023-11-12 07:31:38,1052
2023-11-12 07:33:45,1048
2023-11-12 07:35:52,1048
2023-11-12 07:37:59,1040
2023-11-12 07:40:06,1037
2023-11-12 07:42:13,1039
2023-11-12 07:44:20,1050
2023-11-12 07:46:27,1048
2023-11-12 07:48:34,1035
2023-11-12 07:50:41,1024
2023-11-12 07:52:49,1008
2023-11-12 07:54:56,1000
2023-11-12 07:57:03,1000
2023-11-12 07:59:10,1011
2023-11-12 08:01:17,1018
2023-11-12 08:03:24,1020
2023-11-12 08:05:31,1028
2023-11-12 08:07:38,1031
2023-11-12 08:09:45,1026
2023-11-12 08:11:52,1020
2023-11-12 08:13:59,1010
2023-11-12 08:16:06,1006
2023-11-12 08:18:13,1008
2023-11-12 08:20:20,1008
2023-11-12 08:22:27,1005
2023-11-12 08:24:34,1012
2023-11-12 08:26:41,1019
2023-11-12 08:28:48,1022
2023-11-12 08:30:55,1026
2023-11-12 08:33:02,1025
2023-11-12 08:35:09,1024
2023-11-12 08:37:16,1020
2023-11-12 08:39:23,1019
2023-11-12 08:41:30,1017
2023-11-12 08:43:37,1002
2023-11-12 08:45:44,996
2023-11-12 08:47:51,992
2023-11-12 08:49:58,984
2023-11-12 08:52:05,975
2023-11-12 08:54:12,964
2023-11-12 08:56:19,963
2023-11-12 08:58:26,961
2023-11-12 09:00:33,958
2023-11-12 09:02:40,964
2023-11-12 09:04:48,955
2023-11-12 09:06:55,961
2023-11-12 09:09:02,962
2023-11-12 09:11:09,961
2023-11-12 09:13:16,961
2023-11-12 09:15:23,963
2023-11-12 09:17:30,957
2023-11-12 09:19:37,959
2023-11-12 09:21:44,964
2023-11-12 09:23:51,964
2023-11-12 09:25:58,961
2023-11-12 09:28:05,963
2023-11-12 09:30:12,964
2023-11-12 09:32:19,962
2023-11-12 09:34:26,961
2023-11-12 09:36:33,961
2023-11-12 09:38:40,963
2023-11-12 09:40:47,964
2023-11-12 09:42:54,967
2023-11-12 09:45:01,959
2023-11-12 09:47:08,958
2023-11-12 09:49:15,958
2023-11-12 09:51:22,961
2023-11-12 09:53:29,968
2023-11-12 09:55:36,970
2023-11-12 09:57:43,970
2023-11-12 09:59:50,970
2023-11-12 10:01:57,969
2023-11-12 10:04:04,973
2023-11-12 10:06:11,974
2023-11-12 10:08:18,976
2023-11-12 10:10:25,976
2023-11-12 10:12:32,982
2023-11-12 10:14:39,980
2023-11-12 10:16:47,978
2023-11-12 10:18:54,982
2023-11-12 10:21:01,987
2023-11-12 10:23:08,1023
2023-11-12 10:25:15,1094
2023-11-12 10:27:22,1191
2023-11-12 10:29:29,1352
2023-11-12 10:31:36,1476
2023-11-12 10:33:43,1523
2023-11-12 10:35:50,1483
2023-11-12 10:37:57,1470
2023-11-12 10:40:04,1448
2023-11-12 10:42:11,1431
2023-11-12 10:44:18,1417
2023-11-12 10:46:25,1398
2023-11-12 10:48:32,1392
2023-11-12 10:50:39,1383
2023-11-12 10:52:46,1382
2023-11-12 10:54:53,1374
2023-11-12 10:57:00,1363
2023-11-12 10:59:07,1360
2023-11-12 11:01:14,1351
2023-11-12 11:03:21,1342
2023-11-12 11:05:28,1343
2023-11-12 11:07:35,1342
2023-11-12 11:09:42,1338
2023-11-12 11:11:49,1330
2023-11-12 11:13:56,1327
2023-11-12 11:16:03,1323
2023-11-12 11:18:10,1321
2023-11-12 11:20:17,1314
2023-11-12 11:22:24,1307
2023-11-12 11:24:31,1305
2023-11-12 11:26:38,1302
2023-11-12 11:28:46,1300
2023-11-12 11:30:53,1291
2023-11-12 11:33:00,1291
2023-11-12 11:35:07,1289
2023-11-12 11:37:12,1285
2023-11-12 11:39:19,1281
2023-11-12 11:41:26,1279
2023-11-12 11:43:33,1299
2023-11-12 11:45:40,1316
2023-11-12 11:47:47,1334
2023-11-12 11:49:54,1353
2023-11-12 11:52:01,1374
2023-11-12 11:54:08,1391
2023-11-12 11:56:15,1390
2023-11-12 11:58:22,1387
2023-11-12 12:00:29,1391
2023-11-12 12:02:36,1391
2023-11-12 12:04:43,1394
2023-11-12 12:06:50,1393
2023-11-12 12:08:57,1394
2023-11-12 12:11:04,1399
2023-11-12 12:13:11,1401
2023-11-12 12:15:18,1400
2023-11-12 12:17:25,1398
2023-11-12 12:19:32,1385
2023-11-12 12:21:39,1381
2023-11-12 12:23:46,1384
2023-11-12 12:25:53,1376
2023-11-12 12:28:00,1367
2023-11-12 12:30:07,1368
2023-11-12 12:32:15,1360
2023-11-12 12:34:22,1368
2023-11-12 12:36:29,1364
2023-11-12 12:38:36,1357
2023-11-12 12:40:43,1361
2023-11-12 12:42:50,1362
2023-11-12 12:44:57,1361
2023-11-12 12:47:04,1355
2023-11-12 12:49:11,1356
2023-11-12 12:51:18,1350
2023-11-12 12:53:25,1346
2023-11-12 12:55:32,1351
2023-11-12 12:57:39,1353
2023-11-12 12:59:46,1346
2023-11-12 13:01:53,1338
2023-11-12 13:04:00,1331
2023-11-12 13:06:07,1330
2023-11-12 13:08:14,1332
2023-11-12 13:10:21,1336
2023-11-12 13:12:28,1331
2023-11-12 13:14:35,1333
2023-11-12 13:16:42,1326
2023-11-12 13:18:49,1319
2023-11-12 13:20:56,1322
2023-11-12 13:23:03,1321
2023-11-12 13:25:10,1323
2023-11-12 13:27:17,1328
2023-11-12 13:29:24,1325
2023-11-12 13:31:31,1312
2023-11-12 13:33:38,1311
2023-11-12 13:35:45,1309
2023-11-12 13:37:52,1324
2023-11-12 13:39:59,1334
2023-11-12 13:42:06,1321
2023-11-12 13:44:13,1317
2023-11-12 13:46:21,1316
2023-11-12 13:48:28,1324
2023-11-12 13:50:35,1330
2023-11-12 13:52:42,1327
2023-11-12 13:54:49,1325
2023-11-12 13:56:56,1330
2023-11-12 13:59:03,1331
2023-11-12 14:01:10,1322
2023-11-12 14:03:17,1326
2023-11-12 14:05:24,1328
2023-11-12 14:07:31,1328
2023-11-12 14:09:38,1325
2023-11-12 14:11:45,1328
2023-11-12 14:13:52,1329
2023-11-12 14:15:59,1334
2023-11-12 14:18:06,1335
2023-11-12 14:20:13,1338
2023-11-12 14:22:20,1343
2023-11-12 14:24:27,1335
2023-11-12 14:26:34,1332
2023-11-12 14:28:41,1328
2023-11-12 14:30:48,1336
2023-11-12 14:32:55,1327
2023-11-12 14:35:02,1330
2023-11-12 14:37:09,1325
2023-11-12 14:39:16,1329
2023-11-12 14:41:23,1329
2023-11-12 14:43:30,1329
2023-11-12 14:45:37,1329
2023-11-12 14:47:44,1329
2023-11-12 14:49:51,1332
2023-11-12 14:51:58,1323
2023-11-12 14:54:05,1327
2023-11-12 14:56:12,1336
2023-11-12 14:58:20,1336
2023-11-12 15:00:27,1330
2023-11-12 15:02:34,1335
2023-11-12 15:04:41,1330
2023-11-12 15:06:48,1325
2023-11-12 15:08:55,1325
2023-11-12 15:11:02,1329
2023-11-12 15:13:09,1332
2023-11-12 15:15:16,1328
2023-11-12 15:17:23,1323
2023-11-12 15:19:30,1328
2023-11-12 15:21:37,1318
2023-11-12 15:23:44,1318
2023-11-12 15:25:51,1321
2023-11-12 15:27:58,1308
2023-11-12 15:30:05,1304
2023-11-12 15:32:12,1287
2023-11-12 15:34:19,1273
2023-11-12 15:36:26,1270
2023-11-12 15:38:33,1258
2023-11-12 15:40:40,1257
2023-11-12 15:42:47,1261
2023-11-12 15:44:54,1264
2023-11-12 15:47:01,1259
2023-11-12 15:49:08,1257
2023-11-12 15:51:15,1249
2023-11-12 15:53:22,1248
2023-11-12 15:55:29,1250
2023-11-12 15:57:36,1248
2023-11-12 15:59:43,1250
2023-11-12 16:01:50,1243
2023-11-12 16:03:57,1240
2023-11-12 16:06:04,1245
2023-11-12 16:08:11,1244
2023-11-12 16:10:19,1234
2023-11-12 16:12:26,1232
2023-11-12 16:14:33,1233
2023-11-12 16:16:40,1231
2023-11-12 16:18:47,1227
2023-11-12 16:20:54,1226
2023-11-12 16:23:01,1218
2023-11-12 16:25:08,1218
2023-11-12 16:27:15,1211
2023-11-12 16:29:22,1216
2023-11-12 16:31:29,1211
2023-11-12 16:33:36,1201
2023-11-12 16:35:43,1198
2023-11-12 16:37:50,1199
2023-11-12 16:39:57,1191
2023-11-12 16:42:04,1186
2023-11-12 16:44:11,1186
2023-11-12 16:46:18,1185
2023-11-12 16:48:25,1181
2023-11-12 16:50:32,1180
2023-11-12 16:52:39,1176
2023-11-12 16:54:46,1179
2023-11-12 16:56:53,1169
2023-11-12 16:59:00,1167
2023-11-12 17:01:07,1163
2023-11-12 17:03:14,1167
2023-11-12 17:05:21,1167
2023-11-12 17:07:28,1165
2023-11-12 17:09:35,1166
2023-11-12 17:11:42,1166
2023-11-12 17:13:49,1166
2023-11-12 17:15:56,1170
2023-11-12 17:18:03,1168
2023-11-12 17:20:10,1163
2023-11-12 17:22:18,1158
2023-11-12 17:24:25,1156
2023-11-12 17:26:32,1160
2023-11-12 17:28:39,1160
2023-11-12 17:30:46,1156
2023-11-12 17:32:53,1153
2023-11-12 17:35:00,1165
2023-11-12 17:37:07,1209
2023-11-12 17:39:14,1234
2023-11-12 17:41:21,1246
2023-11-12 17:43:28,1260
2023-11-12 17:45:35,1273
2023-11-12 17:47:42,1284
2023-11-12 17:49:49,1295
2023-11-12 17:51:56,1291
2023-11-12 17:54:03,1289
2023-11-12 17:56:10,1297
2023-11-12 17:58:17,1299
2023-11-12 18:00:24,1308
2023-11-12 18:02:31,1305
2023-11-12 18:04:38,1307
2023-11-12 18:06:45,1310
2023-11-12 18:08:52,1321
2023-11-12 18:10:59,1332
2023-11-12 18:13:06,1329
2023-11-12 18:15:13,1326
2023-11-12 18:17:20,1322
2023-11-12 18:19:27,1325
2023-11-12 18:21:34,1327
2023-11-12 18:23:41,1326
2023-11-12 18:25:48,1324
2023-11-12 18:27:55,1335
2023-11-12 18:30:02,1338
2023-11-12 18:32:09,1334
2023-11-12 18:34:17,1341
2023-11-12 18:36:24,1337
2023-11-12 18:38:31,1333
2023-11-12 18:40:38,1333
2023-11-12 18:42:43,1334
2023-11-12 18:44:50,1338
2023-11-12 18:46:57,1339
2023-11-12 18:49:04,1339
2023-11-12 18:51:11,1342
2023-11-12 18:53:18,1342
2023-11-12 18:55:25,1342
2023-11-12 18:57:32,1347
2023-11-12 18:59:39,1341
2023-11-12 19:01:46,1337
2023-11-12 19:03:53,1334
2023-11-12 19:06:00,1343
2023-11-12 19:08:07,1341
2023-11-12 19:10:14,1343
2023-11-12 19:12:21,1344
2023-11-12 19:14:28,1363
2023-11-12 19:16:35,1363
2023-11-12 19:18:42,1361
2023-11-12 19:20:49,1356
2023-11-12 19:22:56,1371
2023-11-12 19:25:03,1376
2023-11-12 19:27:10,1385
2023-11-12 19:29:17,1385
2023-11-12 19:31:24,1386
2023-11-12 19:33:31,1388
2023-11-12 19:35:39,1392
2023-11-12 19:37:46,1392
2023-11-12 19:39:53,1396
2023-11-12 19:42:00,1387
2023-11-12 19:44:07,1376
2023-11-12 19:46:14,1375
2023-11-12 19:48:21,1403
2023-11-12 19:50:28,1412
2023-11-12 19:52:35,1412
2023-11-12 19:54:42,1417
2023-11-12 19:56:49,1426
2023-11-12 19:58:56,1436
2023-11-12 20:01:03,1436
2023-11-12 20:03:10,1441
2023-11-12 20:05:17,1447
2023-11-12 20:07:24,1448
2023-11-12 20:09:31,1466
2023-11-12 20:11:38,1476
2023-11-12 20:13:45,1479
2023-11-12 20:15:52,1470
2023-11-12 20:17:59,1466
2023-11-12 20:20:06,1460
2023-11-12 20:22:13,1467
2023-11-12 20:24:20,1497
2023-11-12 20:26:27,1512
2023-11-12 20:28:34,1516
2023-11-12 20:30:41,1520
2023-11-12 20:32:48,1520
2023-11-12 20:34:55,1516
2023-11-12 20:37:02,1520
2023-11-12 20:39:09,1513
2023-11-12 20:41:16,1519
2023-11-12 20:43:23,1517
2023-11-12 20:45:30,1510
2023-11-12 20:47:38,1509
2023-11-12 20:49:45,1506
2023-11-12 20:51:52,1497
2023-11-12 20:53:59,1488
2023-11-12 20:56:06,1485
2023-11-12 20:58:13,1484
2023-11-12 21:00:20,1486
2023-11-12 21:02:27,1481
2023-11-12 21:04:34,1471
2023-11-12 21:06:41,1456
2023-11-12 21:08:48,1456
2023-11-12 21:10:55,1462
2023-11-12 21:13:02,1459
2023-11-12 21:15:09,1458
2023-11-12 21:17:16,1457
2023-11-12 21:19:23,1457
2023-11-12 21:21:30,1451
2023-11-12 21:23:37,1449
2023-11-12 21:25:44,1456
2023-11-12 21:27:51,1445
2023-11-12 21:29:58,1426
2023-11-12 21:32:05,1411
2023-11-12 21:34:12,1396
2023-11-12 21:36:19,1384
2023-11-12 21:38:26,1372
2023-11-12 21:40:33,1368
2023-11-12 21:42:40,1366
2023-11-12 21:44:47,1364
2023-11-12 21:46:54,1356
2023-11-12 21:49:01,1349
2023-11-12 21:51:08,1341
2023-11-12 21:53:15,1332
2023-11-12 21:55:22,1330
2023-11-12 21:57:29,1333
2023-11-12 21:59:37,1331
2023-11-12 22:01:44,1329
2023-11-12 22:03:51,1329
2023-11-12 22:05:58,1327
2023-11-12 22:08:05,1326
2023-11-12 22:10:12,1324
2023-11-12 22:12:19,1326
2023-11-12 22:14:26,1325
2023-11-12 22:16:33,1322
2023-11-12 22:18:40,1312
2023-11-12 22:20:47,1313
2023-11-12 22:22:54,1307
2023-11-12 22:25:01,1305
2023-11-12 22:27:08,1304
2023-11-12 22:29:15,1300
2023-11-12 22:31:22,1296
2023-11-12 22:33:29,1289
2023-11-12 22:35:36,1286
2023-11-12 22:37:43,1285
2023-11-12 22:39:50,1277
2023-11-12 22:41:57,1282
2023-11-12 22:44:04,1277
2023-11-12 22:46:11,1282
2023-11-12 22:48:18,1272
2023-11-12 22:50:25,1266
2023-11-12 22:52:32,1264
2023-11-12 22:54:39,1270
2023-11-12 22:56:46,1267
2023-11-12 22:58:53,1269
2023-11-12 23:01:00,1269
2023-11-12 23:03:07,1268
2023-11-12 23:05:14,1271
2023-11-12 23:07:21,1272
2023-11-12 23:09:28,1268
2023-11-12 23:11:36,1264
2023-11-12 23:13:43,1266
2023-11-12 23:15:50,1260
2023-11-12 23:17:57,1258
2023-11-12 23:20:04,1260
2023-11-12 23:22:11,1263
2023-11-12 23:24:18,1258
2023-11-12 23:26:25,1256
2023-11-12 23:28:32,1254
2023-11-12 23:30:39,1252
2023-11-12 23:32:46,1251
2023-11-12 23:34:53,1248
2023-11-12 23:37:00,1245
2023-11-12 23:39:07,1239
2023-11-12 23:41:14,1244
2023-11-12 23:43:21,1246
2023-11-12 23:45:28,1246
2023-11-12 23:47:35,1243
2023-11-12 23:49:42,1242
2023-11-12 23:51:49,1238
2023-11-12 23:53:56,1234
2023-11-12 23:56:03,1233
2023-11-12 23:58:10,1232
2023-11-13 00:00:17,1234
2023-11-13 00:02:24,1234
2023-11-13 00:04:31,1227
2023-11-13 00:06:38,1223
2023-11-13 00:08:45,1227
2023-11-13 00:10:52,1229
2023-11-13 00:12:59,1237
2023-11-13 00:15:06,1234
2023-11-13 00:17:13,1235
2023-11-13 00:19:20,1238
2023-11-13 00:21:27,1238
2023-11-13 00:23:35,1229
2023-11-13 00:25:42,1229
2023-11-13 00:27:49,1231
2023-11-13 00:29:56,1238
2023-11-13 00:32:03,1237
2023-11-13 00:34:10,1235
2023-11-13 00:36:17,1237
2023-11-13 00:38:24,1244
2023-11-13 00:40:31,1255
2023-11-13 00:42:38,1254
2023-11-13 00:44:45,1256
2023-11-13 00:46:52,1259
2023-11-13 00:48:59,1268
2023-11-13 00:51:06,1279
2023-11-13 00:53:13,1280
2023-11-13 00:55:20,1278
2023-11-13 00:57:27,1277
2023-11-13 00:59:34,1283
2023-11-13 01:01:41,1284
2023-11-13 01:03:48,1280
2023-11-13 01:05:55,1274
2023-11-13 01:08:02,1274
2023-11-13 01:10:09,1269
2023-11-13 01:12:16,1269
2023-11-13 01:14:23,1272
2023-11-13 01:16:30,1269
2023-11-13 01:18:37,1264
2023-11-13 01:20:44,1259
2023-11-13 01:22:51,1256
2023-11-13 01:24:58,1261
2023-11-13 01:27:05,1280
2023-11-13 01:29:12,1295
2023-11-13 01:31:19,1298
2023-11-13 01:33:26,1295
2023-11-13 01:35:34,1295
2023-11-13 01:37:41,1298
2023-11-13 01:39:48,1298
2023-11-13 01:41:55,1298
2023-11-13 01:44:02,1303
2023-11-13 01:46:09,1303
2023-11-13 01:48:14,1302
2023-11-13 01:50:21,1298
2023-11-13 01:52:28,1302
2023-11-13 01:54:35,1296
2023-11-13 01:56:42,1293
2023-11-13 01:58:49,1298
2023-11-13 02:00:56,1302
2023-11-13 02:03:03,1315
2023-11-13 02:05:10,1319
2023-11-13 02:07:17,1323
2023-11-13 02:09:24,1323
2023-11-13 02:11:31,1327
2023-11-13 02:13:38,1325
2023-11-13 02:15:45,1330
2023-11-13 02:17:52,1333
2023-11-13 02:19:59,1335
2023-11-13 02:22:06,1335
2023-11-13 02:24:13,1336
2023-11-13 02:26:20,1341
2023-11-13 02:28:27,1336
2023-11-13 02:30:34,1339
2023-11-13 02:32:41,1337
2023-11-13 02:34:48,1330
2023-11-13 02:36:55,1331
2023-11-13 02:39:02,1334
2023-11-13 02:41:10,1332
2023-11-13 02:43:17,1332
2023-11-13 02:45:24,1327
2023-11-13 02:47:31,1323
2023-11-13 02:49:38,1326
2023-11-13 02:51:45,1321
2023-11-13 02:53:52,1321
2023-11-13 02:55:59,1319
2023-11-13 02:58:06,1321
2023-11-13 03:00:13,1318
2023-11-13 03:02:20,1317
2023-11-13 03:04:27,1311
2023-11-13 03:06:34,1300
2023-11-13 03:08:41,1291
2023-11-13 03:10:48,1280
2023-11-13 03:12:55,1278
2023-11-13 03:15:02,1271
2023-11-13 03:17:09,1288
2023-11-13 03:19:16,1289
2023-11-13 03:21:23,1290
2023-11-13 03:23:30,1294
2023-11-13 03:25:37,1302
2023-11-13 03:27:44,1289
2023-11-13 03:29:51,1297
2023-11-13 03:31:58,1297
2023-11-13 03:34:05,1298
2023-11-13 03:36:12,1294
2023-11-13 03:38:19,1292
2023-11-13 03:40:26,1295
2023-11-13 03:42:33,1295
2023-11-13 03:44:40,1302
2023-11-13 03:46:47,1306
2023-11-13 03:48:54,1295
2023-11-13 03:51:01,1288
2023-11-13 03:53:08,1284
2023-11-13 03:55:15,1276
2023-11-13 03:57:23,1273
2023-11-13 03:59:30,1276
2023-11-13 04:01:37,1281
2023-11-13 04:03:44,1278
2023-11-13 04:05:51,1280
2023-11-13 04:07:58,1278
2023-11-13 04:10:05,1265
2023-11-13 04:12:12,1259
2023-11-13 04:14:19,1250
2023-11-13 04:16:26,1254
2023-11-13 04:18:33,1251
2023-11-13 04:20:40,1245
2023-11-13 04:22:47,1244
2023-11-13 04:24:54,1238
2023-11-13 04:27:01,1240
2023-11-13 04:29:08,1244
2023-11-13 04:31:15,1244
2023-11-13 04:33:22,1240
2023-11-13 04:35:29,1244
2023-11-13 04:37:36,1238
2023-11-13 04:39:43,1242
2023-11-13 04:41:50,1233
2023-11-13 04:43:57,1233
2023-11-13 04:46:04,1243
2023-11-13 04:48:11,1245
2023-11-13 04:50:18,1240
2023-11-13 04:52:25,1239
2023-11-13 04:54:32,1235
2023-11-13 04:56:39,1241
2023-11-13 04:58:46,1237
2023-11-13 05:00:53,1234
2023-11-13 05:03:00,1232
2023-11-13 05:05:07,1231
2023-11-13 05:07:14,1227
2023-11-13 05:09:21,1223
2023-11-13 05:11:29,1226
2023-11-13 05:13:36,1233
2023-11-13 05:15:43,1243
2023-11-13 05:17:50,1239
2023-11-13 05:19:57,1243
2023-11-13 05:22:04,1240
2023-11-13 05:24:11,1234
2023-11-13 05:26:18,1231
2023-11-13 05:28:25,1231
2023-11-13 05:30:32,1221
2023-11-13 05:32:39,1225
2023-11-13 05:34:46,1227
2023-11-13 05:36:53,1222
2023-11-13 05:39:00,1229
2023-11-13 05:41:07,1237
2023-11-13 05:45:21,1240
2023-11-13 05:47:28,1234
2023-11-13 05:49:35,1241
2023-11-13 05:51:42,1244
2023-11-13 05:53:49,1244
2023-11-13 05:55:56,1242
2023-11-13 05:58:03,1238
2023-11-13 06:00:10,1234
2023-11-13 06:02:17,1226
2023-11-13 06:04:24,1226
2023-11-13 06:06:31,1221
2023-11-13 06:08:38,1224
2023-11-13 06:10:45,1229
2023-11-13 06:12:52,1228
2023-11-13 06:14:59,1222
2023-11-13 06:17:06,1227
2023-11-13 06:19:13,1211
2023-11-13 06:21:20,1207
2023-11-13 06:23:27,1195
2023-11-13 06:25:35,1190
2023-11-13 06:27:42,1178
2023-11-13 06:29:49,1173
2023-11-13 06:31:56,1159
2023-11-13 06:34:03,1159
2023-11-13 06:36:10,1155
2023-11-13 06:38:17,1151
2023-11-13 06:40:24,1140
2023-11-13 06:42:31,1137
2023-11-13 06:44:38,1130
2023-11-13 06:46:45,1128
2023-11-13 06:48:52,1126
2023-11-13 06:50:59,1132
2023-11-13 06:53:06,1125
2023-11-13 06:55:13,1128
2023-11-13 06:57:20,1126
2023-11-13 06:59:27,1121
2023-11-13 07:01:34,1120
2023-11-13 07:03:41,1120
2023-11-13 07:05:48,1114
2023-11-13 07:07:55,1104
2023-11-13 07:10:02,1094
2023-11-13 07:12:09,1085
2023-11-13 07:14:16,1084
2023-11-13 07:16:23,1075
2023-11-13 07:18:30,1072
2023-11-13 07:20:37,1075
